name,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
Fruits_.freq._past_week.:nutrition.frequency.option.4,17.99627975549406,3,21,1.578887233596682,0.031818181818181815,0.08773409032578888
Fruits_.freq._past_week.:nutrition.frequency.option.5,10.461832224128344,7,19,3.303062367120705,0.02601156069364162,0.31572503710227573
Fruits_.freq._past_week.:nutrition.frequency.option.6,27.890034627992925,0,0,0.0,0.0,0.0
Fruits_.freq._past_week.:nutrition.frequency.option.7,11.452863397199126,2,10,0.9707086050932606,0.05,0.08475684825950634
G03AA12_.drospirenone_and_ethinylestradiol.,14.583073787354223,4,38,1.9413970158873495,0.125,0.13312673611861173
G03CA04_CC06_.estrogens.,8.5142183124711,6,26,3.21460684900544,0.2222222222222222,0.3775574845546165
G03DA04_.progesterone.,14.890501698562574,20,58,13.63038718985851,0.16666666666666666,0.9153746103245328
Gamma.glutamyltransferase,18.344881149672815,5,34,2.5394047770636305,0.04233322450756339,0.1384257960760308
Gastroentritis_.other_treatment.,26.614573279172426,17,79,9.230541533249108,0.25,0.34682282659299996
Gender:F,47.340023973515414,45,133,31.002877920298015,0.16639209225700163,0.6548978077755666
Gender:M,42.5733141937026,42,118,30.496675120078024,0.15030060120240482,0.7163331231701257
Glomerular_filtration_rate,24.93376571400924,7,19,4.282955710164495,0.019923834386558568,0.17177331973397347
HDL_cholesterol,29.954631240942458,30,92,18.120653415640916,0.09458606321637508,0.6049366213152818
HOMA.IR,33.30843750013318,24,72,15.78638550197358,0.08023714948073558,0.4739455431348426
Height,32.976317112684185,30,78,19.150152973429144,0.07227969609829354,0.5807244304447547
Hemoglobine,60.88119459232303,60,201,35.446140903704205,0.18510514240807185,0.5822182225736726
Hip_circumference,31.31389229408289,16,37,10.663343453556905,0.035001735623254045,0.34053075719277043
Irritable_bowel_syndrome,24.293077887195327,20,72,13.335341889472033,0.11587982832618025,0.5489358718312503
J01CA04_.amoxicillin.,27.52569527804302,20,53,12.74223614706821,0.08917197452229299,0.46292150001502663
J01CR02_.amoxicillin_and_enzyme_inhibitor.,21.310004819814942,22,61,12.599781905263416,0.15476190476190477,0.5912613353117409
J01XE01_.nitrofurantoin.,18.82268303686091,15,56,9.1049765836578,0.21052631578947367,0.4837236309949707
L04AB_.TNF.alpha_inhibitors.,6.14874956329899,6,17,3.4156447598140085,0.125,0.5555023382642716
L04AX01_.azathioprine.,4.682233626072753,0,0,0.0,0.0,0.0
Magnesium_supplement,18.896279610205617,4,16,2.221356445321704,0.09090909090909091,0.11755522733279097
Mean_corpuscular_hemoglobin_concentration,63.777744863105795,65,195,45.58719151694814,0.17747211497211499,0.714782117410982
Meat_.average_past_week.:nutrition.consumption.option.1,25.82967970314568,2,14,0.9706985079436747,0.019138755980861243,0.037580741189967515
Meat_.average_past_week.:nutrition.consumption.option.2,36.83874063383134,34,119,22.32090405580048,0.15513126491646778,0.6059084450705078
Meat_.average_past_week.:nutrition.consumption.option.3,33.747792604004495,23,95,12.851668478044408,0.2268041237113402,0.38081508408106773
Meat_.average_past_week.:nutrition.consumption.option.4,32.020393163988956,13,59,8.06329184854768,0.10526315789473684,0.25181739047526397
Meat_.average_past_week.:nutrition.consumption.option.5,25.090504258195153,28,100,17.142711097676344,0.25,0.6832350167724162
Meat_.average_past_week.:nutrition.consumption.option.6,16.947708860164703,8,33,3.882794031774699,0.12280701754385964,0.22910436235432033
Meat_.average_past_week.:nutrition.consumption.option.7,9.240617308799239,7,17,4.282920370140946,0.2,0.46348855569017017
Meat_.average_past_week.:shortanswer.doesnot.apply,21.390757050446922,14,58,7.969946754244354,0.16666666666666666,0.3725883443698799
N03AE01_.clonazepam.,17.530799451558885,18,76,11.260892369271943,0.26666666666666666,0.6423490497617093
N06AX16_.venlafaxine.,11.264761559203851,2,15,0.9706985079436747,0.09090909090909091,0.08617124320315217
Pets_.past_3_months.,25.127731719159485,5,24,2.8893540638565742,0.046511627906976744,0.11498666477935567
Plan_to_change_weight:weightQuestions.doYouWantToDoSomethingAboutYourWeight.option.1,33.904741983995564,23,89,14.292308513045052,0.10787671232876712,0.42154305494469213
Plan_to_change_weight:weightQuestions.doYouWantToDoSomethingAboutYourWeight.option.2,7.645955881479825,0,0,0.0,0.0,0.0
Plan_to_change_weight:weightQuestions.doYouWantToDoSomethingAboutYourWeight.option.3,26.41636967773958,12,27,7.758675973858267,0.039014373716632446,0.29370712435162166
Q10_supplement,10.878819299204897,14,35,8.871380674517345,0.2857142857142857,0.8154727485146968
R06AX28_.rupatadine.,8.429978877806594,6,13,3.577683319896138,0.16666666666666666,0.4244000337076787
Red_blood_cell_count,33.9189038589751,9,44,4.876619060748207,0.04109636743166571,0.14377289670160823
Shift_work:False,21.178674743699588,10,40,5.2443832684969145,0.04028197381671702,0.24762565797735092
Shift_work:True,33.496341879535606,32,109,21.780168351762697,0.22,0.6502252822141502
Shift_work:nan,19.045412301783117,8,22,5.002631749512117,0.06349206349206349,0.262668598098228
Sick_leave_.freq._past_year.:nan,24.388245425558253,12,46,6.403868968060918,0.05531914893617021,0.2625801428646371
Sick_leave_.freq._past_year.:workersQuestions.frequencyOfSickLeavesLastYear.option.1,11.774251204128253,0,0,0.0,0.0,0.0
Sick_leave_.freq._past_year.:workersQuestions.frequencyOfSickLeavesLastYear.option.2,29.32649100073607,13,58,7.445552790267871,0.08974358974358974,0.2538848848326584
Sick_leave_.freq._past_year.:workersQuestions.frequencyOfSickLeavesLastYear.option.3,15.521282587605668,7,17,3.916559227632815,0.08,0.2523347671512879
Sick_leave_.freq._past_year.:workersQuestions.frequencyOfSickLeavesLastYear.option.4,7.9454506850981605,0,0,0.0,0.0,0.0
Sleep_.hours.day.,31.552164128113798,30,104,17.17495001235977,0.09844933285250632,0.544335087210593
Smoker,19.1654243089133,12,37,7.995244928095341,0.09803921568627451,0.4171702540588667
Smoking_with_inhalation:Ja,18.742915528304785,12,43,7.443363847409301,0.06744186046511629,0.39712945598931165
Smoking_with_inhalation:Neen,17.652684521090336,12,28,7.2524368507356325,0.07216494845360824,0.41084044990839036
Smoking_with_inhalation:Not_relevant,43.42687179639367,25,119,15.230505556312725,0.1381692573402418,0.3507161562942124
Soda_.freq._past_week.:nutrition.frequency.option.1,35.74395951473211,31,94,18.451095808882307,0.11467889908256881,0.516201787921049
Soda_.freq._past_week.:nutrition.frequency.option.2,34.68556707040868,19,53,11.261264119350574,0.14678899082568808,0.32466714747638953
Soda_.freq._past_week.:nutrition.frequency.option.3,15.56998718901343,2,5,0.9706985079436747,0.017341040462427744,0.062344207234070415
Soda_.freq._past_week.:nutrition.frequency.option.4,12.042464296997599,5,12,2.8893540638565742,0.027777777777777776,0.23993046544277002
Soda_.freq._past_week.:nutrition.frequency.option.5,13.305068209510722,0,0,0.0,0.0,0.0
Soda_.freq._past_week.:nutrition.frequency.option.6,12.344988452371716,8,35,4.48746355281021,0.2222222222222222,0.3635048805532159
Soda_.freq._past_week.:nutrition.frequency.option.7,20.89585512416936,10,53,5.316125576589725,0.15789473684210525,0.2544105299830867
Soy_products_.average_past_week.:nutrition.consumption.option.1,23.40395109742507,10,49,5.37798330222883,0.09547738693467336,0.22978954621130282
Soy_products_.average_past_week.:nutrition.consumption.option.2,34.82363748834475,31,91,20.20765058811014,0.325,0.5802854625647167
Soy_products_.average_past_week.:nutrition.consumption.option.3,14.646566660561,18,61,11.583376403277093,0.3333333333333333,0.790859501187251
Soy_products_.average_past_week.:nutrition.consumption.option.4,15.74158420295576,19,63,11.805512739723044,1.0,0.7499570937406891
Soy_products_.average_past_week.:nutrition.consumption.option.5,9.205430962598944,12,57,7.01778042396406,0.2,0.7623521867120439
Soy_products_.average_past_week.:nutrition.consumption.option.6,19.938378698563454,27,103,17.590922673490088,0.5,0.8822644478488866
Soy_products_.average_past_week.:shortanswer.doesnot.apply,24.93938946207612,17,67,10.078028416720066,0.07058823529411765,0.4041008474584006
Spirits_consumption:alcoholicBeveragesConsumptionQuestions.alcohol.consumption.option.1,20.981138476549454,0,0,0.0,0.0,0.0
Spirits_consumption:alcoholicBeveragesConsumptionQuestions.alcohol.consumption.option.2,25.418883351941467,9,35,5.364550177428806,0.05785123966942149,0.21104586315429422
Spirits_consumption:alcoholicBeveragesConsumptionQuestions.alcohol.consumption.option.3,15.47414912882045,2,10,0.9707086050932606,0.045454545454545456,0.06273098423779085
Spirits_consumption:alcoholicBeveragesConsumptionQuestions.alcohol.consumption.option.4,2.1203805674904754,0,0,0.0,0.0,0.0
Spirits_consumption:shortanswer.doesnot.apply,20.71759547759622,2,9,0.9706985079436747,0.017699115044247787,0.04685382089795978
Time_since_previous_relief:samplingInfo.previousRelief.option.1,45.031919100453706,31,145,18.969622110174083,0.25,0.42124836092057555
Time_since_previous_relief:samplingInfo.previousRelief.option.2,33.686578932543625,23,88,13.234311507753075,0.14285714285714285,0.39286599966872243
Time_since_previous_relief:samplingInfo.previousRelief.option.3,23.10101508688262,6,34,3.0349198497878156,0.05338078291814947,0.1313760386014866
Time_since_previous_relief:samplingInfo.previousRelief.option.4,14.145744553618304,5,18,2.7292575950336024,0.030201342281879196,0.1929384193733014
Time_since_previous_relief:samplingInfo.previousRelief.option.5,21.200970399585486,11,35,6.042559890403093,0.07692307692307693,0.2850133638468377
Time_since_previous_relief:samplingInfo.previousRelief.option.6,31.822761140225616,9,42,4.581875913175269,0.1206896551724138,0.14398109243209387
Time_since_previous_relief:samplingInfo.previousRelief.option.7,11.345182912191918,10,24,6.3128687704858955,0.16,0.5564360503788681
Triglycerides,20.04841940929152,18,32,12.729813347883757,0.037501446128380606,0.634953463811919
Ulcerative_colitis,4.454434435398945,4,16,2.064236487568519,0.22727272727272727,0.4634115772732534
Uric_acid,40.48131790258463,41,126,23.696881143119207,0.12399466291093719,0.5853782033515816
Weight_perception:weightQuestions.howDoYouFindYourself.option.1,26.479547477182212,26,88,18.011633240513675,0.17647058823529413,0.6802092541813467
Weight_perception:weightQuestions.howDoYouFindYourself.option.2,37.19010800219294,27,78,18.367354671777765,0.15483870967741936,0.49387742220847325
Weight_perception:weightQuestions.howDoYouFindYourself.option.3,24.925715313394495,15,71,9.570366806227941,0.08783783783783784,0.38395555296601863
Weight_perception:weightQuestions.howDoYouFindYourself.option.4,30.391687344455548,15,40,9.927318176483618,0.05390835579514825,0.3266458378558797
Weight_perception:weightQuestions.howDoYouFindYourself.option.5,13.377253541084137,5,22,2.5311760009956483,0.09090909090909091,0.18921492316953675
Weight_perception:weightQuestions.howDoYouFindYourself.option.6,11.281178989465612,3,10,1.578887233596682,0.07692307692307693,0.13995764406105515
Weight_perception:weightQuestions.howDoYouFindYourself.option.7,13.30945578827362,9,26,5.569863887455149,0.16666666666666666,0.41848922871531025
Work_days_per_week,19.668699488200723,7,25,3.6586737892877914,0.024733637747336376,0.18601503325029875
Working_hours_.hours.week.,21.135121599248734,14,27,8.59213898535801,0.029276393211119536,0.40653369061588107
Working_start_age:nan,21.854507558074523,24,61,16.823170192772693,0.5,0.7697803369885168
Working_start_age:shortanswer.doesnot.apply,37.857136105189134,15,66,8.405962086278594,0.12244897959183673,0.22204432112672084
Working_start_age:workQuestions.ageAtFirstWork.option.1,21.821043902188315,5,28,2.3346975671356454,0.0449438202247191,0.10699293661663506
Working_start_age:workQuestions.ageAtFirstWork.option.2,20.206298544580328,11,47,5.632567230333479,0.05263157894736842,0.27875304415138563
Working_start_age:workQuestions.ageAtFirstWork.option.3,40.4351647035786,31,119,20.10725923312486,0.22580645161290322,0.49727160456812297
